index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
jamellasunique693	693	100	1		1		61		amb			5	5000								lifesteal		4	8	crush		25	31	deadly		35	70	dmg-norm		305	610	dmg-ac		50	1111	move1		25	86	swing1		25	86	pierce		100	100	mag%		86	172	heal-kill		20	36										0
jamellasunique694	694	100	1		1		84		amc			5	5000								oskill	54	3	28	all-stats		26	47	gold%		218	352	cheap		10	20	mana%		42	84	extra-fire		134	268	abs-fire		5	42																						0
jamellasunique695	695	100	1		1		68		amd			5	5000								enr		68	102	aura	114	3	23	vit		68	102	abs-cold%		25	50	mana-kill		22	39	cheap		10	20																										0
jamellasunique696	696	100	1		1		95		ame			5	5000								aura	114	3	32	abs-cold%		25	50	res-cold		37	57	half-freeze		1	1	gold%		240	385	mana%		47	95	extra-cold		145	290	res-cold-max		10	20	res-all		32	46	abs-cold		5	48	addxp		10	20						0
jamellasunique697	697	100	1		1		60		amf			5	5000								lifesteal		4	8	aura	 113	3	20	deadly		35	70	reduce-ac		50	75	ease		100	100	addxp		10	20	oskill	149	6	60	dex		60	90	att%		160	380	dmg-undead		380	800	balance1		35	35	thorns		60	260		0
jamellasunique698	698	100	1		1		1		cap			5	5000								enr		1	2	oskill	 50	6	6	dru		1	2																																						0
jamellasunique699	699	100	1		1		5		skp			5	5000								aura	110	3	3	ass		1	2	vit		5	8	res-ltng-max		10	20																																		0
jamellasunique700	700	100	1		1		10		hlm			5	5000								dru		1	2	res-all		16	24	abs-fire%		25	50																																						0
jamellasunique701	701	100	1		1		14		fhl			5	5000								pal		1	2	red-dmg%		16	22	vit		14	21	dex		14	21	ac%		114	242																														0
jamellasunique702	702	100	1		1		27		ghm			5	5000								enr		27	41	nec		1	3	extra-ltng		77	154	abs-ltng		5	14	light-thorns		27	54																														0
jamellasunique703	703	100	1		1		28		crn			5	5000								enr		28	42	aura	100	3	10	allskills		1	1	abs-fire%		25	50	gold%		106	184	cheap		10	20	hp%		14	28	res-fire-max		10	20	all-stats		12	19														0
jamellasunique704	704	100	1		1		20		msk			5	5000								ama		1	2	hp%		10	20	abs-ltng		5	10	hp		40	60																																		0
jamellasunique705	705	100	1		1		1		qui			5	5000								pal		1	2	extra-ltng		51	102	regen-mana		50	50																																						0
jamellasunique706	706	100	1		1		2		lea			5	5000								enr		2	3	ama		1	2	fireskill		1	2																																						0
jamellasunique707	707	100	1		1		4		hla			5	5000								pal		1	2	mana%		2	4	all-stats		6	7	nofreeze		1	1																																		0
jamellasunique708	708	100	1		1		7		stu			5	5000								ama		1	2	res-all		13	20	res-pois-max		10	20	red-mag		7	14																																		0
jamellasunique709	709	100	1		1		11		rng			5	5000								mana%		5	11	sor		1	2	oskill	40	6	11																																						0
jamellasunique710	710	100	1		1		13		scl			5	5000								pal		1	2	hp%		6	13	all-stats		8	12	res-pois-len		75	75	ease		100	100	mag%		38	76																										0
jamellasunique711	711	100	1		1		15		chn			5	5000								ama		1	2	vit		15	23	mana%		7	15	aura	100	3	5	res-fire		22	34	abs-fire%		25	50	demon-heal		8	13																						0
jamellasunique712	712	100	1		1		20		brs			5	5000								bar		1	2	res-ltng-max		10	20	hp		40	60	regen		30	30	light-thorns		20	40	addxp		10	20	mana-kill		10	15	enr		20	30																		0
jamellasunique713	713	100	1		1		22		spl			5	5000								aura	110	3	8	abs-ltng		5	11	ease		100	100	regen		30	30	bar		1	2																														0
jamellasunique714	714	100	1		1		24		plt			5	5000								aura	 104	3	8	nec		1	2	swing1		25	49	ethereal		1	1	thorns		24	224	cheap		10	20																										0
jamellasunique715	715	100	1		1		33		fld			5	5000								ass		1	3	enr		33	50	mana%		16	33	move1		25	58	mana		66	99	red-mag		33	66	hp		66	99	extra-pois		83	166	all-stats		13	22	res-pois		29	44										0
jamellasunique716	716	100	1		1		33		gth			5	5000								vit		33	50	ama		1	3	enr		33	50	res-all		24	35	res-pois-len		75	75	mana-kill		13	22	regen-mana		50	50	mag%		58	116	demon-heal		13	22	mana%		16	33										0
jamellasunique717	717	100	1		1		36		ful			5	5000								aura	 104	3	12	all-stats		14	23	gold%		122	208	ac-miss		205	385	ac		205	385	bar		1	3	oskill	145	6	36	ac%		136	308	res-all-max		10	20														0
jamellasunique718	718	100	1		1		46		aar			5	5000								sor		1	3	cast1		15	25	cheap		10	20	addxp		10	20	aura	110	3	16	mana%		23	46	hp%		23	46	enr		46	69	oskill	32	3	16	vit		46	69	abs-ltng		5	23						0
jamellasunique719	719	100	1		1		38		ltp			5	5000								vit		38	57	hp%		19	38	nec		1	3	res-all		25	37	cheap		10	20	heal-kill		14	24	mana%		19	38	oskill	58	6	38	res-pois-max		10	20	demon-heal		14	24										0
jamellasunique720	720	100	1		1		1		buc			5	5000								vit		1	2	red-mag		1	2	res-ltng		0	0																																						0
jamellasunique721	721	100	1		1		4		sml			5	5000								dex		4	6	sor		1	2	move1		25	29																																						0
jamellasunique722	722	100	1		1		11		lrg			5	5000								allskills		1	1	hp%		5	11	vit		11	17																																						0
jamellasunique723	723	100	1		1		16		kit			5	5000								enr		16	24	vit		16	24	res-ltng-max		10	20	move1		25	41	res-ltng		23	35	mana		32	48																										0
jamellasunique724	724	100	1		1		22		tow			5	5000								dex		22	33	nec		1	2	all-stats		10	16	red-dmg		22	44	balance1		35	35	heal-kill		10	16	block		40	80	thorns		22	222	aura	 103	3	8														0
jamellasunique725	725	100	1		1		32		gts			5	5000								aura	110	3	11	enr		32	48	move1		25	57	res-all		24	35	all-stats		13	21	abs-ltng		5	16	extra-ltng		82	164	abs-ltng%		25	50																		0
jamellasunique726	726	100	1		1		2		lgl			5	5000								enr		2	3	aura	100	3	3	nec		1	2																																						0
jamellasunique727	727	100	1		1		6		vgl			5	5000								ass		1	2	abs-fire		5	5	regen		30	30	addxp		10	20																																		0
jamellasunique728	728	100	1		1		12		mgl			5	5000								ass		1	2	enr		12	18	res-cold-max		10	20	gold%		74	136	mag%		37	74	ease		100	100																										0
jamellasunique729	729	100	1		1		20		tgl			5	5000								sor		1	2	hp%		10	20	mana		40	60	heal-kill		10	15																																		0
jamellasunique730	730	100	1		1		28		hgl			5	5000								sor		1	3	extra-pois		78	156	res-pois		27	42	cheap		10	20																																		0
jamellasunique731	731	100	1		1		2		lbt			5	5000								ama		1	2	move1		25	27	regen		30	30																																						0
jamellasunique732	732	100	1		1		8		vbt			5	5000								sor		1	2	enr		8	12	mana%		4	8																																						0
jamellasunique733	733	100	1		1		14		mbt			5	5000								bar		1	2	res-pois-max		10	20	mana		28	42	extra-pois		64	128	res-pois		21	33	ease		100	100																										0
jamellasunique734	734	100	1		1		18		tbt			5	5000								aura	105	3	6	extra-cold		68	136	addxp		10	20	regen-mana		50	50	ease		100	100																														0
jamellasunique735	735	100	1		1		28		hbt			5	5000								mana%		14	28	hp%		14	28	sor		1	3	enr		28	42	mana		56	84	res-pois-max		10	20																										0
jamellasunique736	736	100	1		1		2		lbl			5	5000								pal		1	2	res-all		4	7	res-all-max		10	20																																						0
jamellasunique737	737	100	1		1		8		vbl			5	5000								dru		1	2	enr		8	12	red-mag		8	16																																						0
jamellasunique738	738	100	1		1		13		mbl			5	5000								ass		1	2	mana%		6	13	enr		13	20	vit		13	20	cast1		15	25																														0
jamellasunique739	739	100	1		1		22		tbl			5	5000								ama		1	2	aura	105	3	8	res-cold		25	39	extra-cold		72	144																																		0
jamellasunique740	740	100	1		1		29		hbl			5	5000								hp%		14	29	mana		58	87	res-all		24	34	regen		30	30	cheap		10	20																														0
jamellasunique741	741	100	1		1		26		bhm			5	5000								sor		1	3	aura	100	3	9	mana%		13	26	hp%		13	26																																		0
jamellasunique742	742	100	1		1		19		bsh			5	5000								mana%		9	19	res-pois		24	37	res-all-max		10	20	cast1		15	25																																		0
jamellasunique743	743	100	1		1		12		spk			5	5000								aura	100	3	4	vit		12	18	fireskill		1	2	regen		30	30	cheap		10	20	gold%		74	136	dmg-to-mana		25	50																						0
jamellasunique744	744	100	1		1		41		xap			5	5000								ass		1	3	res-pois-max		10	20	ease		100	100	mag%		66	132	heal-kill		15	26	mana-kill		15	26	regen-mana		50	50																						0
jamellasunique745	745	100	1		1		41		xkp			5	5000								dru		1	3	move1		25	66	red-dmg		41	82	hp		82	123	ac%		141	323	swing1		25	66	all-stats		15	26	res-all		26	38	res-all-max		10	20	balance1		35	35										0
jamellasunique746	746	100	1		1		41		xlm			5	5000								enr		41	62	res-pois-max		10	20	red-mag		41	82	extra-pois		91	182	res-pois		30	47	all-stats		15	26																										0
jamellasunique747	747	100	1		1		41		xhl			5	5000								hp%		20	41	cast1		15	25	res-pois-max		10	20	mana-kill		15	26	ease		100	100																														0
jamellasunique748	748	100	1		1		51		xhm			5	5000								oskill	32	3	17	move1		25	76	res-ltng-max		10	20	gold%		152	253	ama		1	4	enr		51	77																										0
jamellasunique749	749	100	1		1		59		xrn			5	5000								sor		1	4	res-all-max		10	20	hp		118	177	res-pois		33	51	res-all		29	41	res-pois-len		75	75	regen-mana		50	50	heal-kill		19	35	oskill	58	6	59	enr		59	89	mana%		29	59	hp%		29	59		0
jamellasunique750	750	100	1		1		50		xsk			5	5000								oskill	32	3	17	extra-pois		100	200	res-all		27	40	demon-heal		17	30	res-pois-len		75	75	cheap		10	20																										0
jamellasunique751	751	100	1		1		31		xui			5	5000								bar		1	3	oskill	58	6	31	all-stats		12	21	gold%		112	193	cheap		10	20	regen		30	30	demon-heal		12	21	enr		31	47	res-pois-max		10	20	hp		62	93										0
jamellasunique752	752	100	1		1		38		xea			5	5000								nec		1	3	extra-pois		88	176	red-mag		38	76	res-all-max		10	20	res-pois		30	46	demon-heal		14	24	res-pois-len		75	75																						0
jamellasunique753	753	100	1		1		39		xla			5	5000								hp%		19	39	ass		1	3	res-pois-max		10	20	red-mag		39	78	extra-pois		89	178	all-stats		14	25	hp		78	117	move1		25	64																		0
jamellasunique754	754	100	1		1		42		xtu			5	5000								dru		1	3	aura	105	3	14	nofreeze		1	1	res-cold		31	47	move1		25	67	half-freeze		1	1	ease		100	100																						0
jamellasunique755	755	100	1		1		47		xng			5	5000								dex		47	71	red-dmg%		24	33	vit		47	71	oskill	32	3	16	aura	99	3	16	hp		94	141	ac		260	495	indestruct		1	1	balance1		35	35	ease		100	100	ac-hth		260	495						0
jamellasunique756	756	100	1		1		45		xcl			5	5000								str		45	68	ama		1	3	oskill	32	3	15	red-dmg		45	90	ac		250	475	addxp		10	20	ethereal		1	1	levelreq		1	1	ac-hth		250	475	ac-miss		250	475										0
jamellasunique757	757	100	1		1		44		xhn			5	5000								dru		1	3	all-stats		16	27	cheap		10	20	dmg-to-mana		25	50	demon-heal		16	27	regen-mana		50	50	aura	105	3	15	res-all		27	38	half-freeze		1	1	mana%		22	44										0
jamellasunique758	758	100	1		1		57		xrs			5	5000								ass		1	4	oskill	145	6	57	red-dmg%		25	34	swing1		25	82	red-dmg		57	114	ac		310	595	mag%		82	164	levelreq		1	1																		0
jamellasunique759	759	100	1		1		57		xpl			5	5000								ass		1	4	res-all		28	41	ac%		157	371	swing1		25	82	all-stats		19	34	cheap		10	20	indestruct		1	1	ac-hth		310	595																		0
jamellasunique760	760	100	1		1		60		xlt			5	5000								sor		1	4	aura	105	3	20	mana%		30	60	hp%		30	60	red-mag		60	120	mana-kill		20	35																										0
jamellasunique761	761	100	1		1		59		xld			5	5000								ama		1	4	mana%		29	59	oskill	32	3	20	res-ltng-max		10	20	cheap		10	20	dmg-to-mana		25	50	light-thorns		59	118	aura	110	3	20	vit		59	89	hp%		29	59										0
jamellasunique762	762	100	1		1		70		xth			5	5000								pal		1	4	red-mag		70	140	extra-pois		120	240	mana-kill		22	40	enr		70	105	hp%		35	70	mana%		35	70	vit		70	105	oskill	32	3	24	res-pois-max		10	20										0
jamellasunique763	763	100	1		1		58		xul			5	5000								ass		1	4	res-all-max		10	20	move1		25	83	ease		100	100	mana-kill		19	34	gold%		166	274																										0
jamellasunique764	764	100	1		1		66		xar			5	5000								ama		1	4	hp%		33	66	vit		66	99	move1		25	91	hp		132	198	red-mag		66	132	res-all-max		10	20	mana-kill		21	38	cheap		10	20	mana%		33	66										0
jamellasunique765	765	100	1		1		56		xtp			5	5000								vit		56	84	str		56	84	red-dmg		56	112	swing1		25	81	move1		25	81	res-all-max		10	20																										0
jamellasunique766	766	100	1		1		32		xuc			5	5000								mana%		16	32	extra-pois		82	164	cast1		15	25	all-stats		13	21	res-all-max		10	20	move1		25	57	res-pois-max		10	20	hp		64	96	res-all		24	35	addxp		10	20										0
jamellasunique767	767	100	1		1		44		xml			5	5000								dru		1	3	hp		88	132	demon-heal		16	27	oskill	58	6	44	res-pois		31	48	extra-pois		94	188	dmg-to-mana		25	50	mana-kill		16	27	res-pois-len		75	75	vit		44	66	enr		44	66						0
jamellasunique768	768	100	1		1		47		xrg			5	5000								ama		1	3	res-cold-max		10	20	abs-cold%		25	50	res-all-max		10	20	red-mag		47	94	nofreeze		1	1	mana-kill		16	29	regen		30	30	regen-mana		50	50														0
jamellasunique769	769	100	1		1		52		xit			5	5000								vit		52	78	enr		52	78	aura	110	3	18	res-all		28	40	demon-heal		18	31	ease		100	100	mana%		26	52	hp		104	156	mag%		77	154														0
jamellasunique770	770	100	1		1		49		xow			5	5000								allskills		1	1	extra-pois		99	198	res-pois-max		10	20	cast1		15	25	move1		25	74	all-stats		17	30	regen		30	30	mag%		74	148	addxp		10	20	cheap		10	20	demon-heal		17	30						0
jamellasunique771	771	100	1		1		64		xts			5	5000								oskill	58	6	64	cast1		15	25	res-fire-max		10	20	move1		25	89	red-mag		64	128	res-all-max		10	20																										0
jamellasunique772	772	100	1		1		31		xlg			5	5000								ass		1	3	hp%		15	31	mana%		15	31	red-mag		31	62	dmg-to-mana		25	50	gold%		112	193	regen		30	30	oskill	58	6	31	vit		31	47														0
jamellasunique773	773	100	1		1		42		xvg			5	5000								ass		1	3	move1		25	67	extra-cold		92	184	nofreeze		1	1	res-cold		31	47	mana		84	126	all-stats		15	26	res-cold-max		10	20	mana-kill		15	26	regen-mana		50	50										0
jamellasunique774	774	100	1		1		48		xmg			5	5000								aura	105	3	16	oskill	32	3	16	mana%		24	48	hp%		24	48	bar		1	3	nofreeze		1	1	extra-cold		98	196																						0
jamellasunique775	775	100	1		1		60		xtg			5	5000								oskill	276	6	60	abs-ltng		5	30	dmg-to-mana		25	50	addxp		10	20	light-thorns		60	120	gold%		170	280																										0
jamellasunique776	776	100	1		1		53		xhg			5	5000								hp%		26	53	cast1		15	25	red-mag		53	106	dmg-to-mana		25	50	ease		100	100	addxp		10	20	mana-kill		18	32	mana%		26	53	abs-cold		5	27	all-stats		18	32	mag%		78	156						0
jamellasunique777	777	100	1		1		35		xlb			5	5000								ass		1	3	red-mag		35	70	regen-mana		50	50	oskill	32	3	12	res-all-max		10	20	cast1		15	25	res-pois		29	45	regen		30	30	mana%		17	35														0
jamellasunique778	778	100	1		1		36		xvb			5	5000								oskill	40	6	36	res-all		25	36	demon-heal		14	23	cheap		10	20	regen		30	30	ease		100	100	mana%		18	36	ass		1	3	nofreeze		1	1	regen-mana		50	50										0
jamellasunique779	779	100	1		1		41		xmb			5	5000								str		41	62	all-stats		15	26	levelreq		1	1	balance1		35	35	ac-miss		230	435																														0
jamellasunique780	780	100	1		1		56		xtb			5	5000								hp%		28	56	pal		1	4	mana%		28	56	vit		56	84	hp		112	168	gold%		162	268	oskill	57	6	56	abs-ltng%		25	50	all-stats		19	33	dmg-to-mana		25	50	aura	110	3	19	enr		56	84		0
jamellasunique781	781	100	1		1		54		xhb			5	5000								pal		1	4	oskill	58	6	54	mana%		27	54	enr		54	81	cast1		15	25	res-pois-max		10	20	res-all		28	40	red-mag		54	108																		0
jamellasunique782	782	100	1		1		44		zlb			5	5000								red-dmg%		23	32	move1		25	69	levelreq		1	1	nec		1	3	str		44	66	dex		44	66	red-dmg		44	88	ac-miss		245	465	demon-heal		16	27	oskill	145	6	44										0
jamellasunique783	783	100	1		1		41		zvb			5	5000								bar		1	3	oskill	58	6	41	mana%		20	41	res-pois-max		10	20	cast1		15	25	res-all-max		10	20	red-mag		41	82	move1		25	66	res-pois-len		75	75	regen-mana		50	50	demon-heal		15	26						0
jamellasunique784	784	100	1		1		38		zmb			5	5000								enr		38	57	red-mag		38	76	demon-heal		14	24	gold%		126	214	heal-kill		14	24	aura	110	3	13	vit		38	57																						0
jamellasunique785	785	100	1		1		46		ztb			5	5000								pal		1	3	nofreeze		1	1	abs-cold		5	23	ease		100	100	oskill	58	6	46	abs-cold%		25	50	hp		92	138																						0
jamellasunique786	786	100	1		1		53		zhb			5	5000								ass		1	4	extra-fire		103	206	red-mag		53	106	res-all		28	40	ease		100	100	gold%		156	259	addxp		10	20	mana-kill		18	32	dmg-to-mana		25	50	demon-heal		18	32	regen-mana		50	50						0
jamellasunique787	787	100	1		1		46		xh9			5	5000								aura	105	3	16	extra-cold		96	192	gold%		142	238	addxp		10	20	regen-mana		50	50	demon-heal		16	28	half-freeze		1	1	regen		30	30																		0
jamellasunique788	788	100	1		1		56		xsh			5	5000								nec		1	4	cast1		15	25	abs-fire%		25	50	res-all-max		10	20	cheap		10	20	demon-heal		19	33	dmg-to-mana		25	50	hp%		28	56	oskill	58	6	56														0
jamellasunique789	789	100	1		1		48		xpk			5	5000								mana%		24	48	ama		1	3	extra-ltng		98	196	abs-ltng%		25	50	res-all		27	39	cast1		15	25	res-ltng-max		10	20	all-stats		17	29	demon-heal		17	29														0
jamellasunique790	790	100	1		1		4		dr1			5	5000								hp%		2	4	red-dmg%		8	12	aura	 109	3	3	str		4	6																																		0
jamellasunique791	791	100	1		1		7		dr2			5	5000								dru		1	2	res-all		13	20	half-freeze		1	1	mana%		3	7																																		0
jamellasunique792	792	100	1		1		14		dr3			5	5000								vit		14	21	cast1		15	25	addxp		10	20	regen		30	30	dmg-to-mana		25	50	res-pois-len		75	75	ease		100	100																						0
jamellasunique793	793	100	1		1		21		dr4			5	5000								mana%		10	21	hp		42	63	addxp		10	20	cheap		10	20	ease		100	100																														0
jamellasunique794	794	100	1		1		28		dr5			5	5000								dru		1	3	res-all		23	34	red-mag		28	56	dmg-to-mana		25	50	regen-mana		50	50	res-pois-len		75	75	mana-kill		12	19																						0
jamellasunique795	795	100	1		1		3		ba1			5	5000								hp%		1	3	nofreeze		1	1	mag%		28	56																																						0
jamellasunique796	796	100	1		1		8		ba2			5	5000								aura	105	3	3	oskill	 50	6	8	enr		8	12	mana		16	24																																		0
jamellasunique797	797	100	1		1		18		ba3			5	5000								bar		1	2	enr		18	27	abs-ltng%		25	50	abs-ltng		5	9	ease		100	100																														0
jamellasunique798	798	100	1		1		18		ba4			5	5000								aura	110	3	6	mana%		9	18	abs-ltng		5	9	res-ltng		24	37	res-ltng-max		10	20	mana		36	54	dmg-to-mana		25	50																						0
jamellasunique799	799	100	1		1		22		ba5			5	5000								mana%		11	22	vit		22	33	res-all-max		10	20	extra-fire		72	144	ease		100	100	regen		30	30	heal-kill		10	16																						0
jamellasunique800	800	100	1		1		4		pa1			5	5000								aura	110	3	3	res-all-max		10	20	abs-ltng		5	5																																						0
jamellasunique801	801	100	1		1		8		pa2			5	5000								pal		1	2	enr		8	12	vit		8	12	fireskill		1	2	red-mag		8	16																														0
jamellasunique802	802	100	1		1		15		pa3			5	5000								hp%		7	15	res-all-max		10	20	hp		30	45	all-stats		8	13	move1		25	40																														0
jamellasunique803	803	100	1		1		24		pa4			5	5000								aura	110	3	8	oskill	57	6	24	mana%		12	24	enr		24	36	pal		1	2	vit		24	36																										0
jamellasunique804	804	100	1		1		21		pa5			5	5000								mana%		10	21	res-all		21	31	res-all-max		10	20	res-pois-max		10	20	cheap		10	20																														0
jamellasunique805	805	100	1		1		4		ne1			5	5000								aura	110	3	3	res-ltng-max		10	20	res-ltng		11	18	mana-kill		6	7																																		0
jamellasunique806	806	100	1		1		7		ne2			5	5000								nec		1	2	res-all		13	20	res-ltng		16	25	dmg-to-mana		25	50	regen		30	30																														0
jamellasunique807	807	100	1		1		15		ne3			5	5000								enr		15	23	mana		30	45	res-pois-len		75	75	hp%		7	15	red-mag		15	30																														0
jamellasunique808	808	100	1		1		22		ne4			5	5000								aura	100	3	8	nec		1	2	extra-fire		72	144	abs-fire%		25	50	res-all-max		10	20	move1		25	47																										0
jamellasunique809	809	100	1		1		29		ne5			5	5000								aura	110	3	10	vit		29	44	res-ltng		28	43	demon-heal		12	20	mana-kill		12	20	dmg-to-mana		25	50	gold%		108	187																						0
jamellasunique810	810	100	1		1		21		ci0			5	5000								nec		1	2	enr		21	32	red-mag		21	42	res-all-max		10	20	gold%		92	163																														0
jamellasunique811	811	100	1		1		62		ci1			5	5000								dru		1	4	res-cold-max		10	20	move1		25	87	regen		30	30	dmg-to-mana		25	50	half-freeze		1	1	oskill	 50	6	62	aura	105	3	21	abs-cold		5	31	nofreeze		1	1	all-stats		20	36	mag%		87	174		0
jamellasunique812	812	100	1		1		79		ci2			5	5000								allskills		1	2	abs-ltng		5	40	extra-ltng		129	258	demon-heal		24	45	regen-mana		50	50	mana-kill		24	45	addxp		10	20																						0
jamellasunique813	813	100	1		1		78		ci3			5	5000								oskill	32	3	26	enr		78	117	ass		1	5	nofreeze		1	1	res-all-max		10	20	mana		156	234	half-freeze		1	1																						0
jamellasunique814	814	100	1		1		54		uap			5	5000								red-dmg%		24	34	all-stats		18	32	demon-heal		18	32	hp%		27	54	sor		1	4	vit		54	81	ac%		154	362	res-all-max		10	20	red-dmg		54	108														0
jamellasunique815	815	100	1		1		65		ukp			5	5000								dru		1	4	res-pois		34	53	addxp		10	20	res-pois-len		75	75	dmg-to-mana		25	50	cheap		10	20	regen		30	30	heal-kill		21	38	mana-kill		21	38														0
jamellasunique816	816	100	1		1		61		ulm			5	5000								ass		1	4	extra-cold		111	222	cheap		10	20	ease		100	100	heal-kill		20	36	mag%		86	172																										0
jamellasunique817	817	100	1		1		53		uhl			5	5000								mana%		26	53	fireskill		1	4	all-stats		18	32	ease		100	100	mana-kill		18	32																														0
jamellasunique818	818	100	1		1		79		uhm			5	5000								red-dmg%		27	37	aura	 104	3	27	swing1		25	104	hp		158	237	thorns		79	279	ac-hth		420	815	ac-miss		420	815																						0
jamellasunique819	819	100	1		1		89		urn			5	5000								ama		1	5	oskill	58	6	89	mana		178	267	regen		30	30	mana-kill		27	50	dmg-to-mana		25	50	regen-mana		50	50	vit		89	134	res-fire		37	57	abs-fire		5	45	red-mag		89	178						0
jamellasunique820	820	100	1		1		70		usk			5	5000								aura	105	3	24	allskills		1	2	hp		140	210	extra-cold		120	240	half-freeze		1	1	mag%		95	190	gold%		190	310	mana-kill		22	40																		0
jamellasunique821	821	100	1		1		72		uui			5	5000								vit		72	108	ama		1	4	oskill	58	6	72	res-all-max		10	20	move1		25	97	red-mag		72	144	hp		144	216	res-all		30	43	addxp		10	20	hp%		36	72										0
jamellasunique822	822	100	1		1		77		uea			5	5000								ass		1	5	mana%		38	77	vit		77	116	oskill	58	6	77	hp%		38	77	extra-pois		127	254	move1		25	102	res-pois-max		10	20	red-mag		77	154	all-stats		24	44										0
jamellasunique823	823	100	1		1		72		ula			5	5000								pal		1	4	hp		144	216	balance1		35	35	ac-miss		385	745	ac-hth		385	745	ac		385	745	red-dmg%		26	36	str		72	108	swing1		25	97	red-dmg		72	144	move1		25	97	ac%		172	416		0
jamellasunique824	824	100	1		1		79		utu			5	5000								allskills		1	2	res-pois-max		10	20	all-stats		24	45	move1		25	104	regen		30	30	mana%		39	79	vit		79	119	enr		79	119	cast1		15	25	regen-mana		50	50	mag%		104	208						0
jamellasunique825	825	100	1		1		67		ung			5	5000								nec		1	4	res-all-max		10	20	red-mag		67	134	cast1		15	25	res-pois		35	53	extra-pois		117	234	regen		30	30	dmg-to-mana		25	50	mag%		92	184														0
jamellasunique826	826	100	1		1		78		ucl			5	5000								pal		1	5	mana%		39	78	enr		78	117	nofreeze		1	1	red-mag		78	156	res-all		31	44	hp		156	234	mag%		103	206	aura	105	3	26	cast1		15	25	demon-heal		24	44						0
jamellasunique827	827	100	1		1		62		uhn			5	5000								oskill	32	3	21	ama		1	4	red-mag		62	124	extra-cold		112	224	nofreeze		1	1	mana-kill		20	36	mana%		31	62																						0
jamellasunique828	828	100	1		1		76		urs			5	5000								oskill	32	3	26	enr		76	114	bar		1	5	mana%		38	76	move1		25	101	red-mag		76	152	abs-cold%		25	50	all-stats		24	43	res-cold		36	55	mag%		101	202	mana-kill		24	43	half-freeze		1	1		0
jamellasunique829	829	100	1		1		74		upl			5	5000								mana%		37	74	res-pois-max		10	20	cheap		10	20	heal-kill		23	42	regen		30	30	gold%		198	322	mana-kill		23	42	nec		1	4	oskill	58	6	74	all-stats		23	42	res-all		30	44	res-pois-len		75	75		0
jamellasunique830	830	100	1		1		94		ult			5	5000								enr		94	141	ama		1	5	res-fire		37	57	res-all		32	46	extra-fire		144	288	red-mag		94	188	mana		188	282	res-all-max		10	20	addxp		10	20	mag%		119	238										0
jamellasunique831	831	100	1		1		79		uld			5	5000								nec		1	5	mana%		39	79	oskill	32	3	27	move1		25	104	extra-ltng		129	258	res-all-max		10	20	res-all		31	44																						0
jamellasunique832	832	100	1		1		84		uth			5	5000								vit		84	126	aura	99	3	28	ac%		184	452	hp		168	252	ease		100	100	ac-hth		445	865	ethereal		1	1	balance1		35	35																		0
jamellasunique833	833	100	1		1		77		uul			5	5000								allskills		1	2	mana%		38	77	red-mag		77	154	extra-ltng		127	254	gold%		204	331	oskill	32	3	26	vit		77	116																						0
jamellasunique834	834	100	1		1		99		uar			5	5000								ass		1	5	enr		99	149	aura	105	3	33	vit		99	149	extra-cold		149	298	nofreeze		1	1	hp		198	297	res-all-max		10	20	red-mag		99	198														0
jamellasunique835	835	100	1		1		99		utp			5	5000								hp%		49	99	res-pois-max		10	20	all-stats		29	55	extra-pois		149	298	heal-kill		29	55	dru		1	5	res-pois		38	58	mana-kill		29	55	res-pois-len		75	75	demon-heal		29	55										0
jamellasunique836	836	100	1		1		55		uuc			5	5000								allskills		1	2	enr		55	83	res-pois-max		10	20	dmg-to-mana		25	50	regen-mana		50	50	gold%		160	265	mag%		80	160	oskill	32	3	19	move1		25	80	mana-kill		18	33	res-pois-len		75	75	ease		100	100		0
jamellasunique837	837	100	1		1		55		uml			5	5000								allskills		1	2	mana		110	165	nofreeze		1	1	demon-heal		18	33	cheap		10	20	dmg-to-mana		25	50	half-freeze		1	1	mana-kill		18	33	mag%		80	160	regen		30	30										0
jamellasunique838	838	100	1		1		66		urg			5	5000								aura	100	3	22	ama		1	4	res-fire		34	53	hp		132	198	gold%		182	298	demon-heal		21	38	vit		66	99	enr		66	99	oskill	58	6	66	res-all		29	42	cast1		15	25						0
jamellasunique839	839	100	1		1		72		uit			5	5000								allskills		1	2	res-pois		35	54	heal-kill		23	41	mana%		36	72	hp%		36	72	enr		72	108	red-mag		72	144	gold%		194	316																		0
jamellasunique840	840	100	1		1		86		uow			5	5000								vit		86	129	res-fire-max		10	20	regen		30	30	mana%		43	86	mana		172	258	demon-heal		26	48																										0
jamellasunique841	841	100	1		1		93		uts			5	5000								enr		93	140	sor		1	5	extra-pois		143	286	mana		186	279	res-pois-max		10	20	res-all-max		10	20	move1		25	118																						0
